brand,model,year,damage_class,severity,price_tnd
Volkswagen,Golf,2024,roof-dent,light,588.88
Volkswagen,Polo,2022,pillar-dent,light,346.3
Kia,Ceed,2017,quarterpanel-dent,severe,1095.56
Hyundai,i20,2020,front-windscreen-damage,severe,728.39
Audi,A4,2022,doorouter-dent,moderate,1175.33
Volkswagen,Polo,2025,runningboard-dent,moderate,414.5
Toyota,Yaris,2016,doorouter-dent,severe,1195.42
Peugeot,3008,2016,front-bumper-dent,light,384.24
Hyundai,i30,2021,front-bumper-dent,moderate,665.16
Ford,Kuga,2019,fender-dent,severe,992.76
Kia,Sportage,2025,fender-dent,light,331.6
Hyundai,i30,2018,doorouter-dent,moderate,776.16
BMW,X5,2018,fender-dent,severe,1646.57
Toyota,Yaris,2025,signlight-damage,moderate,150.73
Hyundai,i30,2018,signlight-damage,light,99.79
Kia,Sportage,2023,front-bumper-dent,moderate,646.59
Ford,Focus,2025,roof-dent,moderate,967.17
Audi,A3,2017,front-bumper-dent,moderate,1123.65
Hyundai,i20,2024,fender-dent,moderate,560.84
BMW,X5,2020,fender-dent,severe,1602.46
Renault,Captur,2021,doorouter-dent,light,424.64
Mercedes,GLC,2022,headlight-damage,severe,944.46
Hyundai,i30,2017,rear-windscreen-damage,moderate,449.46
Renault,Clio,2024,front-bumper-dent,moderate,605.45
Toyota,Corolla,2020,doorouter-dent,severe,1133.06
Mercedes,Classe C,2022,runningboard-dent,severe,1180.57
Ford,Kuga,2026,front-bumper-dent,moderate,680.62
Toyota,Corolla,2022,signlight-damage,moderate,157.41
Mercedes,Classe C,2023,pillar-dent,severe,1551.82
Volkswagen,Golf,2018,rear-windscreen-damage,moderate,487.87
Hyundai,i20,2019,rear-windscreen-damage,severe,656.37
Mercedes,Classe C,2018,sidemirror-damage,light,299.38
Audi,A4,2018,signlight-damage,severe,399.17
Renault,Clio,2016,bonnet-dent,moderate,811.18
Kia,Ceed,2020,doorouter-dent,moderate,755.37
BMW,X5,2018,rear-windscreen-damage,moderate,798.34
Toyota,Yaris,2018,front-windscreen-damage,severe,748.44
Peugeot,3008,2019,signlight-damage,light,88.61
BMW,Serie 3,2017,bonnet-dent,moderate,1516.93
Peugeot,308,2016,signlight-damage,severe,230.55
Ford,Focus,2020,fender-dent,light,391.71
Audi,A3,2018,quarterpanel-dent,severe,1729.73
BMW,Serie 3,2025,rear-windscreen-damage,light,434.1
Ford,Fiesta,2020,runningboard-dent,severe,667.69
Audi,Q5,2017,roof-dent,moderate,1573.11
BMW,X5,2016,roof-dent,severe,2689.71
Hyundai,Tucson,2019,sidemirror-damage,severe,369.21
Audi,Q5,2026,rear-bumper-dent,moderate,950.4
Ford,Kuga,2018,quarterpanel-dent,moderate,792.79
Toyota,Corolla,2017,runningboard-dent,light,252.82
Renault,Captur,2018,taillight-damage,light,158.0
Audi,A4,2025,doorouter-dent,severe,1688.15
Kia,Rio,2024,rear-windscreen-damage,severe,611.82
Toyota,Corolla,2026,doorouter-dent,moderate,693.0
Mercedes,Classe C,2018,front-bumper-dent,moderate,1386.0
Hyundai,Tucson,2025,roof-dent,moderate,879.24
Audi,Q5,2021,signlight-damage,severe,383.13
Hyundai,i30,2020,roof-dent,moderate,944.21
Mercedes,Classe C,2019,roof-dent,severe,2871.62
Volkswagen,Tiguan,2024,bonnet-dent,light,504.75
Audi,Q5,2023,pillar-dent,severe,1241.46
Mercedes,Classe C,2020,sidemirror-damage,severe,728.39
Mercedes,Classe A,2026,signlight-damage,light,178.2
Peugeot,208,2017,runningboard-dent,moderate,379.23
Kia,Ceed,2024,roof-dent,light,535.34
Kia,Rio,2021,front-windscreen-damage,light,287.35
Volkswagen,Polo,2021,taillight-damage,severe,439.0
Kia,Rio,2024,rear-bumper-dent,light,367.09
Toyota,Yaris,2023,front-bumper-dent,moderate,646.59
Renault,Megane,2022,quarterpanel-dent,light,388.8
Kia,Rio,2024,bonnet-dent,moderate,764.77
Volkswagen,Polo,2024,rear-bumper-dent,light,403.8
Mercedes,Classe A,2026,rear-bumper-dent,moderate,1188.0
Audi,A3,2026,pillar-dent,light,475.2
Renault,Captur,2021,doorouter-dent,light,424.64
BMW,X5,2018,front-bumper-dent,light,748.44
BMW,X3,2026,front-windscreen-damage,moderate,801.9
Volkswagen,Tiguan,2017,sidemirror-damage,moderate,278.1
Audi,A3,2026,pillar-dent,light,475.2
Toyota,Yaris,2017,sidemirror-damage,moderate,252.82
Peugeot,208,2025,roof-dent,severe,1186.98
Renault,Megane,2021,quarterpanel-dent,moderate,657.17
Volkswagen,Polo,2019,taillight-damage,light,180.5
Ford,Kuga,2023,rear-windscreen-damage,light,273.12
Peugeot,208,2019,pillar-dent,light,295.37
Volkswagen,Tiguan,2023,headlight-damage,severe,512.1
Renault,Captur,2023,front-windscreen-damage,light,265.36
Toyota,Corolla,2019,roof-dent,severe,1435.81
Volkswagen,Golf,2020,sidemirror-damage,severe,400.62
Ford,Fiesta,2021,quarterpanel-dent,severe,1141.41
Kia,Ceed,2021,pillar-dent,severe,798.19
Renault,Captur,2017,quarterpanel-dent,severe,1040.78
Kia,Ceed,2017,pillar-dent,moderate,561.82
Kia,Sportage,2016,quarterpanel-dent,light,444.01
BMW,X5,2025,doorouter-dent,light,759.67
Hyundai,Tucson,2020,taillight-damage,moderate,269.78
Renault,Clio,2024,headlight-damage,moderate,290.61
Volkswagen,Tiguan,2016,runningboard-dent,light,281.78
Audi,A3,2018,headlight-damage,light,319.33
Audi,Q5,2021,sidemirror-damage,severe,574.69
Toyota,Yaris,2016,sidemirror-damage,moderate,256.16
Audi,Q5,2017,sidemirror-damage,severe,606.77
Kia,Rio,2022,bonnet-dent,moderate,787.05
Volkswagen,Polo,2023,quarterpanel-dent,moderate,739.7
Volkswagen,Golf,2023,front-windscreen-damage,light,307.26
Renault,Megane,2022,pillar-dent,moderate,498.47
Renault,Clio,2016,fender-dent,moderate,594.87
Renault,Captur,2018,headlight-damage,severe,474.01
Mercedes,Classe A,2018,roof-dent,severe,2910.6
Kia,Rio,2017,doorouter-dent,light,471.93
Kia,Sportage,2024,headlight-damage,moderate,305.91
Kia,Sportage,2023,headlight-damage,moderate,310.36
Volkswagen,Tiguan,2019,doorouter-dent,light,505.4
Audi,A3,2020,quarterpanel-dent,moderate,1122.26
Ford,Fiesta,2025,headlight-damage,severe,497.4
Toyota,Yaris,2022,fender-dent,moderate,577.17
Toyota,Yaris,2024,signlight-damage,light,91.77
BMW,Serie 3,2019,sidemirror-damage,severe,664.57
Volkswagen,Golf,2021,bonnet-dent,severe,1317.01
Volkswagen,Tiguan,2024,rear-windscreen-damage,light,269.2
Kia,Ceed,2020,pillar-dent,moderate,539.55
Peugeot,208,2018,sidemirror-damage,light,134.72
BMW,Serie 3,2022,quarterpanel-dent,light,736.68
Hyundai,Tucson,2026,rear-windscreen-damage,moderate,396.0
Toyota,Yaris,2024,quarterpanel-dent,severe,994.21
Audi,A4,2020,fender-dent,severe,1424.41
BMW,Serie 3,2022,quarterpanel-dent,moderate,1227.8
Ford,Fiesta,2021,quarterpanel-dent,severe,1141.41
Peugeot,3008,2020,headlight-damage,light,174.81
Ford,Focus,2023,doorouter-dent,light,477.96
BMW,Serie 3,2022,taillight-damage,severe,708.34
Renault,Megane,2025,rear-bumper-dent,light,343.66
Hyundai,i30,2023,front-bumper-dent,severe,969.89
Hyundai,i30,2023,signlight-damage,severe,232.77
Audi,A4,2024,front-bumper-dent,light,611.82
Audi,A4,2017,rear-bumper-dent,moderate,1078.7
Ford,Focus,2025,signlight-damage,light,99.48
Kia,Rio,2024,fender-dent,severe,841.25
Volkswagen,Golf,2022,roof-dent,moderate,1010.05
Mercedes,Classe A,2019,doorouter-dent,severe,2297.29
Toyota,RAV4,2023,pillar-dent,moderate,517.27
BMW,X5,2016,front-windscreen-damage,light,553.31
BMW,Serie 3,2019,doorouter-dent,light,827.03
Peugeot,308,2024,front-windscreen-damage,moderate,412.98
Volkswagen,Golf,2019,front-bumper-dent,moderate,752.09
Hyundai,Tucson,2018,roof-dent,light,582.12
Volkswagen,Tiguan,2025,front-windscreen-damage,light,298.44
Toyota,RAV4,2024,front-bumper-dent,light,382.39
Renault,Megane,2023,quarterpanel-dent,severe,958.25
Toyota,Yaris,2026,roof-dent,severe,1299.38
Ford,Kuga,2017,signlight-damage,moderate,185.4
Audi,Q5,2026,runningboard-dent,light,356.4
Renault,Megane,2025,doorouter-dent,moderate,668.23
Hyundai,Tucson,2019,front-bumper-dent,moderate,683.72
Mercedes,Classe A,2025,fender-dent,moderate,1105.33
BMW,Serie 3,2018,roof-dent,light,1047.82
Hyundai,i20,2022,sidemirror-damage,light,141.67
Mercedes,Classe A,2021,bonnet-dent,moderate,1596.38
Ford,Kuga,2023,headlight-damage,moderate,341.4
Peugeot,3008,2023,rear-windscreen-damage,severe,558.66
Peugeot,308,2026,rear-bumper-dent,severe,801.9
Audi,A3,2023,rear-bumper-dent,light,595.9
BMW,Serie 3,2026,signlight-damage,moderate,267.3
Ford,Focus,2023,fender-dent,moderate,625.9
Audi,Q5,2018,quarterpanel-dent,moderate,1153.15
Toyota,RAV4,2022,bonnet-dent,moderate,787.05
Renault,Captur,2024,quarterpanel-dent,severe,944.5
Kia,Sportage,2017,front-windscreen-damage,severe,758.46
Peugeot,3008,2025,rear-bumper-dent,light,325.57
Peugeot,3008,2022,rear-bumper-dent,severe,850.01
Volkswagen,Golf,2019,pillar-dent,moderate,601.67
Volkswagen,Polo,2023,front-windscreen-damage,light,307.26
Renault,Clio,2018,rear-bumper-dent,moderate,632.02
Hyundai,Tucson,2022,runningboard-dent,moderate,393.52
Ford,Fiesta,2020,quarterpanel-dent,moderate,771.56
Kia,Sportage,2026,quarterpanel-dent,moderate,643.5
Renault,Captur,2020,pillar-dent,severe,768.86
Volkswagen,Polo,2017,signlight-damage,moderate,185.4
Audi,A4,2023,runningboard-dent,moderate,620.73
Peugeot,3008,2016,quarterpanel-dent,severe,999.03
Mercedes,Classe C,2016,roof-dent,moderate,1992.37
Audi,A4,2023,headlight-damage,severe,744.88
Toyota,RAV4,2020,fender-dent,severe,890.26
Kia,Ceed,2022,signlight-damage,light,94.45
Ford,Fiesta,2021,runningboard-dent,light,263.4
Audi,A4,2021,sidemirror-damage,severe,574.69
Toyota,Yaris,2024,front-windscreen-damage,moderate,458.86
Audi,Q5,2019,taillight-damage,severe,656.37
Kia,Sportage,2022,doorouter-dent,light,440.75
Mercedes,GLC,2025,rear-windscreen-damage,light,482.33
Renault,Captur,2022,sidemirror-damage,severe,336.46
Kia,Rio,2020,roof-dent,light,566.53
Hyundai,i20,2023,taillight-damage,light,155.18
Volkswagen,Golf,2021,front-windscreen-damage,severe,790.21
Renault,Clio,2018,roof-dent,severe,1382.53
Volkswagen,Golf,2021,rear-windscreen-damage,light,280.96
Mercedes,Classe C,2021,bonnet-dent,light,957.82
Kia,Sportage,2026,doorouter-dent,moderate,693.0
Audi,A3,2020,runningboard-dent,moderate,647.46
Hyundai,i30,2026,front-bumper-dent,moderate,618.75
Renault,Megane,2016,taillight-damage,light,162.24
Mercedes,Classe C,2019,pillar-dent,severe,1640.93
Ford,Fiesta,2020,rear-windscreen-damage,moderate,474.8
Ford,Focus,2016,quarterpanel-dent,severe,1221.04
Volkswagen,Golf,2016,runningboard-dent,light,281.78
Toyota,Corolla,2026,rear-bumper-dent,moderate,594.0
Toyota,Yaris,2024,rear-windscreen-damage,severe,611.82
Ford,Fiesta,2017,front-bumper-dent,moderate,772.51
Kia,Sportage,2025,runningboard-dent,moderate,376.82
Hyundai,Tucson,2026,rear-bumper-dent,light,356.4
Kia,Rio,2019,pillar-dent,light,328.19
Renault,Clio,2020,sidemirror-damage,light,138.39
Peugeot,308,2026,signlight-damage,moderate,133.65
Hyundai,Tucson,2025,taillight-damage,moderate,251.21
Toyota,Yaris,2026,roof-dent,severe,1299.38
Mercedes,Classe C,2016,headlight-damage,moderate,683.1
Toyota,RAV4,2022,pillar-dent,severe,787.05
Hyundai,i30,2022,roof-dent,moderate,918.22
Toyota,Yaris,2017,fender-dent,severe,927.01
Kia,Ceed,2017,headlight-damage,severe,505.64
Mercedes,Classe A,2022,runningboard-dent,light,472.23
Audi,Q5,2017,headlight-damage,light,323.61
Hyundai,i30,2020,signlight-damage,severe,242.8
Ford,Kuga,2020,fender-dent,light,391.71
Audi,A3,2023,front-bumper-dent,severe,1551.82
Hyundai,i20,2021,runningboard-dent,severe,598.64
Kia,Rio,2023,doorouter-dent,light,434.51
Toyota,RAV4,2022,pillar-dent,severe,787.05
Peugeot,208,2016,pillar-dent,moderate,512.32
Volkswagen,Golf,2023,front-windscreen-damage,moderate,512.1
Kia,Rio,2024,fender-dent,severe,841.25
Volkswagen,Polo,2024,quarterpanel-dent,moderate,729.09
Kia,Rio,2016,taillight-damage,moderate,284.62
Kia,Sportage,2023,taillight-damage,moderate,258.64
Peugeot,3008,2020,quarterpanel-dent,severe,946.91
Toyota,Yaris,2020,doorouter-dent,light,453.22
Hyundai,i20,2024,front-windscreen-damage,severe,688.3
Toyota,Corolla,2017,pillar-dent,moderate,561.82
Kia,Ceed,2019,roof-dent,severe,1435.81
Renault,Megane,2019,quarterpanel-dent,light,405.31
Renault,Megane,2024,signlight-damage,severe,217.96
Ford,Kuga,2020,sidemirror-damage,moderate,267.08
Toyota,RAV4,2024,fender-dent,severe,841.25
Peugeot,3008,2025,taillight-damage,light,135.65
Audi,A3,2026,front-windscreen-damage,moderate,712.8
Peugeot,308,2016,pillar-dent,severe,768.49
Peugeot,208,2022,doorouter-dent,severe,991.68
Toyota,Corolla,2021,headlight-damage,light,191.56
Toyota,Corolla,2025,doorouter-dent,severe,1055.09
Ford,Fiesta,2022,taillight-damage,light,173.15
Toyota,RAV4,2018,runningboard-dent,light,249.48
Peugeot,308,2021,sidemirror-damage,light,129.31
Audi,A3,2023,doorouter-dent,severe,1738.04
Ford,Focus,2021,sidemirror-damage,light,158.04
Mercedes,GLC,2023,taillight-damage,light,310.36
Toyota,Corolla,2018,pillar-dent,severe,831.6
Ford,Fiesta,2019,rear-windscreen-damage,severe,722.01
Peugeot,208,2016,sidemirror-damage,light,138.33
Audi,A3,2026,bonnet-dent,light,712.8
Toyota,RAV4,2022,runningboard-dent,severe,590.29
Mercedes,Classe A,2020,bonnet-dent,light,971.19
Toyota,RAV4,2019,runningboard-dent,light,246.14
Peugeot,308,2024,sidemirror-damage,severe,309.73
Hyundai,i20,2024,signlight-damage,moderate,152.95
Hyundai,Tucson,2023,runningboard-dent,light,232.77
Ford,Kuga,2018,sidemirror-damage,severe,411.64
Peugeot,3008,2026,signlight-damage,light,80.19
Kia,Rio,2021,pillar-dent,light,319.27
Kia,Rio,2023,headlight-damage,severe,465.55
Audi,Q5,2018,front-bumper-dent,moderate,1108.8
Mercedes,GLC,2021,pillar-dent,light,638.55
Kia,Sportage,2018,pillar-dent,moderate,554.4
Peugeot,3008,2023,fender-dent,moderate,512.1
Kia,Ceed,2026,quarterpanel-dent,light,386.1
Peugeot,308,2025,front-windscreen-damage,light,244.18
Toyota,RAV4,2017,doorouter-dent,moderate,786.56
Ford,Fiesta,2020,sidemirror-damage,severe,400.62
Kia,Sportage,2022,rear-windscreen-damage,severe,629.64
Peugeot,208,2020,bonnet-dent,severe,1092.59
Volkswagen,Tiguan,2017,runningboard-dent,severe,695.26
Peugeot,3008,2016,bonnet-dent,severe,1152.73
Mercedes,GLC,2020,sidemirror-damage,moderate,485.6
Volkswagen,Golf,2019,runningboard-dent,moderate,451.25
Toyota,Yaris,2022,doorouter-dent,moderate,734.58
Peugeot,308,2025,quarterpanel-dent,light,352.7
Peugeot,308,2024,bonnet-dent,light,412.98
Toyota,RAV4,2018,fender-dent,light,365.9
Hyundai,i30,2021,sidemirror-damage,moderate,239.46
Hyundai,Tucson,2023,runningboard-dent,moderate,387.96
Volkswagen,Polo,2025,pillar-dent,light,331.6
Peugeot,308,2017,headlight-damage,light,182.03
Kia,Sportage,2018,pillar-dent,moderate,554.4
Ford,Focus,2023,doorouter-dent,moderate,796.6
Ford,Focus,2016,rear-bumper-dent,light,450.85
Volkswagen,Polo,2021,doorouter-dent,moderate,819.47
Kia,Sportage,2025,quarterpanel-dent,severe,979.73
Renault,Megane,2020,runningboard-dent,severe,576.64
BMW,X5,2022,headlight-damage,light,340.01
Ford,Fiesta,2022,fender-dent,moderate,634.89
BMW,Serie 3,2021,signlight-damage,severe,431.02
Audi,A4,2016,runningboard-dent,light,409.86
Hyundai,i30,2023,sidemirror-damage,severe,349.16
Toyota,Yaris,2020,rear-windscreen-damage,light,258.98
Mercedes,Classe C,2018,fender-dent,moderate,1219.68
Renault,Megane,2019,roof-dent,light,545.61
Volkswagen,Polo,2017,quarterpanel-dent,severe,1205.11
Audi,A4,2017,rear-bumper-dent,severe,1618.06
Toyota,Corolla,2021,sidemirror-damage,moderate,239.46
Peugeot,3008,2019,roof-dent,moderate,861.49
Peugeot,308,2025,signlight-damage,moderate,135.65
Renault,Clio,2017,front-bumper-dent,severe,1000.75
Audi,A3,2021,roof-dent,severe,2234.92
Hyundai,Tucson,2022,front-bumper-dent,severe,983.81
Toyota,RAV4,2025,signlight-damage,light,90.44
Volkswagen,Tiguan,2025,rear-windscreen-damage,light,265.28
Kia,Sportage,2016,sidemirror-damage,light,153.7
BMW,X5,2017,signlight-damage,moderate,303.39
Hyundai,Tucson,2021,roof-dent,light,558.73
BMW,X3,2025,rear-bumper-dent,severe,1627.86
Audi,A3,2022,bonnet-dent,moderate,1259.28
Toyota,RAV4,2026,taillight-damage,light,148.5
Renault,Clio,2024,doorouter-dent,severe,1017.15
Kia,Ceed,2021,fender-dent,severe,878.01
Toyota,Corolla,2016,signlight-damage,moderate,170.77
Kia,Rio,2025,rear-windscreen-damage,light,241.16
BMW,X5,2019,headlight-damage,light,354.44
Mercedes,Classe C,2020,front-windscreen-damage,light,582.71
Ford,Kuga,2019,fender-dent,severe,992.76
Audi,Q5,2019,doorouter-dent,moderate,1225.22
Audi,A4,2025,front-windscreen-damage,light,434.1
Toyota,RAV4,2026,runningboard-dent,light,222.75
Kia,Ceed,2026,rear-bumper-dent,severe,891.0
Mercedes,GLC,2017,bonnet-dent,severe,2528.21
Ford,Focus,2024,sidemirror-damage,moderate,252.38
Hyundai,Tucson,2017,roof-dent,moderate,983.19
Hyundai,i30,2022,taillight-damage,severe,393.52
Volkswagen,Golf,2016,bonnet-dent,light,563.56
Volkswagen,Tiguan,2017,headlight-damage,moderate,370.8
Mercedes,GLC,2022,front-bumper-dent,moderate,1311.75
Hyundai,i30,2018,quarterpanel-dent,moderate,720.72
Volkswagen,Polo,2016,sidemirror-damage,moderate,281.78
Kia,Rio,2026,roof-dent,light,519.75
Hyundai,Tucson,2022,front-bumper-dent,light,393.52
Hyundai,Tucson,2026,signlight-damage,severe,222.75
BMW,X3,2024,rear-bumper-dent,moderate,1101.28
Volkswagen,Polo,2025,doorouter-dent,light,464.24
Volkswagen,Polo,2024,rear-bumper-dent,severe,1009.5
BMW,X5,2020,front-bumper-dent,severe,1820.98
Audi,Q5,2025,quarterpanel-dent,moderate,1045.04
Audi,A3,2021,signlight-damage,moderate,255.42
Renault,Megane,2026,headlight-damage,light,169.29
Ford,Fiesta,2016,headlight-damage,severe,563.56
Renault,Captur,2016,pillar-dent,severe,811.18
Ford,Fiesta,2020,roof-dent,severe,1557.95
Renault,Megane,2022,fender-dent,severe,822.47
BMW,Serie 3,2026,bonnet-dent,light,801.9
Mercedes,GLC,2018,taillight-damage,severe,831.6
Mercedes,Classe C,2022,bonnet-dent,moderate,1574.1
Mercedes,Classe A,2016,taillight-damage,moderate,569.25
Audi,A3,2023,quarterpanel-dent,severe,1613.9
Volkswagen,Golf,2022,fender-dent,severe,952.33
BMW,Serie 3,2024,front-bumper-dent,moderate,1147.16
Volkswagen,Tiguan,2024,signlight-damage,moderate,168.25
Kia,Rio,2016,runningboard-dent,moderate,426.94
Peugeot,308,2025,front-bumper-dent,severe,847.84
Peugeot,3008,2023,fender-dent,moderate,512.1
Peugeot,308,2024,front-bumper-dent,severe,860.37
Toyota,Corolla,2021,signlight-damage,light,95.78
Mercedes,Classe C,2026,quarterpanel-dent,moderate,1287.0
Renault,Megane,2026,sidemirror-damage,severe,317.42
Volkswagen,Golf,2022,runningboard-dent,light,259.73
Mercedes,Classe C,2016,signlight-damage,moderate,341.55
BMW,X5,2022,signlight-damage,light,170.0
Volkswagen,Polo,2018,front-windscreen-damage,light,329.31
Volkswagen,Golf,2017,fender-dent,severe,1019.71
Renault,Megane,2020,rear-bumper-dent,severe,922.63
BMW,X5,2018,front-windscreen-damage,light,538.88
Peugeot,208,2026,doorouter-dent,light,374.22
Ford,Kuga,2021,fender-dent,severe,965.81
Toyota,Yaris,2022,signlight-damage,severe,236.12
BMW,Serie 3,2019,signlight-damage,severe,443.05
Peugeot,208,2024,rear-windscreen-damage,severe,550.64
Volkswagen,Golf,2018,pillar-dent,light,365.9
Ford,Kuga,2023,runningboard-dent,moderate,426.75
Renault,Captur,2019,headlight-damage,moderate,311.78
Ford,Kuga,2016,roof-dent,moderate,1095.81
Mercedes,Classe A,2019,bonnet-dent,light,984.56
Toyota,Yaris,2016,runningboard-dent,severe,640.41
Kia,Ceed,2017,quarterpanel-dent,moderate,730.37
Toyota,Corolla,2021,headlight-damage,light,191.56
Ford,Focus,2024,sidemirror-damage,moderate,252.38
Hyundai,Tucson,2020,doorouter-dent,moderate,755.37
Peugeot,3008,2025,front-windscreen-damage,moderate,406.96
Mercedes,Classe C,2016,quarterpanel-dent,light,888.03
Peugeot,3008,2025,front-bumper-dent,light,339.14
BMW,X5,2019,signlight-damage,severe,443.05
Audi,A3,2020,pillar-dent,light,517.97
Hyundai,i30,2021,rear-windscreen-damage,light,255.42
Toyota,Yaris,2017,front-windscreen-damage,severe,758.46
Mercedes,Classe A,2017,front-bumper-dent,severe,2106.84
Ford,Fiesta,2020,signlight-damage,light,106.83
Hyundai,i20,2020,rear-bumper-dent,light,388.48
Mercedes,Classe A,2020,taillight-damage,light,323.73
Ford,Focus,2023,sidemirror-damage,light,153.63
BMW,Serie 3,2022,front-bumper-dent,moderate,1180.57
Peugeot,308,2016,headlight-damage,light,184.44
Audi,A4,2017,runningboard-dent,moderate,674.19
Peugeot,308,2024,front-windscreen-damage,moderate,412.98
Mercedes,Classe C,2023,signlight-damage,moderate,310.36
Peugeot,208,2022,rear-bumper-dent,light,340.01
Toyota,RAV4,2019,front-bumper-dent,severe,1025.58
Hyundai,Tucson,2016,headlight-damage,moderate,341.55
Peugeot,208,2016,front-windscreen-damage,moderate,461.09
Renault,Captur,2023,front-windscreen-damage,moderate,442.27
Ford,Focus,2021,rear-bumper-dent,light,421.44
BMW,Serie 3,2017,quarterpanel-dent,severe,1972.01
BMW,X5,2023,pillar-dent,severe,1396.64
Ford,Focus,2018,taillight-damage,moderate,304.92
Audi,Q5,2019,roof-dent,severe,2297.29
Audi,A3,2026,pillar-dent,moderate,792.0
Volkswagen,Tiguan,2020,quarterpanel-dent,severe,1157.33
Peugeot,208,2022,signlight-damage,moderate,141.67
Toyota,Yaris,2025,sidemirror-damage,light,135.65
Mercedes,Classe A,2024,taillight-damage,light,305.91
Mercedes,Classe C,2018,front-bumper-dent,severe,2079.0
Volkswagen,Polo,2024,roof-dent,moderate,981.46
